"Country","Year","Strike","Unemp","Infl","Demo","Centr","Dens"
"Norway",1981,17,2,13.6,52,0.875,63.6
"Norway",1982,167,2.6,11.4,46.7,0.875,63.7
"Norway",1983,3,3.3,8.4,46.7,0.875,62.9
"Norway",1984,61,3,6.3,46.7,0.875,63.7
"Norway",1985,37,2.5,5.7,46.7,0.875,63.6
"Sweden",1951,217,1.8,15.8,52.2,0.875,63.2
"Sweden",1952,32,2.4,7.7,52.2,0.875,64.4
"Sweden",1953,237,2.8,1.6,50,0.875,64.5
"Sweden",1954,10,2.6,0.8,50,0.875,63.8
"Sweden",1955,63,2.5,3.1,50,0.875,64.4
"Sweden",1956,2,1.5,4.5,50,0.875,64.7
"Sweden",1957,21,1.9,4.4,48.5,0.875,65
"Sweden",1958,6,2.5,4.4,50.2,0.875,65.5
"Sweden",1959,9,2,0.8,50.2,0.875,65.8
"Sweden",1960,7,1.8,4.1,50.2,0.875,66.3
"Sweden",1961,1,1.7,2.2,51.3,0.875,66.8
"Sweden",1962,2,1.5,4.8,51.3,0.875,67.4
"Sweden",1963,8,1.7,2.9,51.3,0.875,67.4
"Sweden",1964,11,1.6,3.4,51.3,0.875,68.1
"Sweden",1965,1,1.2,5,51.9,0.875,67.9
"Sweden",1966,109,1.6,6.4,51.9,0.875,68.3
"Sweden",1967,0,2.1,4.3,51.9,0.875,69.2
"Sweden",1968,0,2.2,1.9,51.9,0.875,70.6
"Sweden",1969,34,1.9,2.7,54.9,0.875,72.1
"Sweden",1970,45,1.5,7,54.9,0.875,73
"Sweden",1971,242,2.5,7.4,51.4,0.875,74.5
"Sweden",1972,3,2.7,6,51.4,0.875,75.9
"Sweden",1973,3,2.5,6.7,51.4,0.875,77.7
"Sweden",1974,16,2,9.9,50,0.875,79.1
"Sweden",1975,98,1.6,9.8,50,0.875,80.8
"Sweden",1976,7,1.6,10.3,50,0.875,82.9
"Sweden",1977,23,1.8,11.5,48.4,0.875,85.4
"Sweden",1978,10,2.2,9.9,48.4,0.875,86.8
"Sweden",1979,7,2.1,7.2,48.4,0.875,86.9
"Sweden",1980,1150,2,13.7,49.9,0.875,87.9
"Sweden",1981,54,2.5,12.1,49.9,0.875,88.5
"Sweden",1982,0,3.1,8.6,49.9,0.875,89.4
"Sweden",1983,9,3.5,8.9,53.3,0.875,90.3
"Sweden",1984,8,3.1,8,53.3,0.875,91.5
"Sweden",1985,127,2.8,7.4,53.3,0.875,91.4
"Switzerland",1951,5,0.8,4.8,28.4,0.5,40
"Switzerland",1952,7,0.9,2.5,27.6,0.5,39.7
"Switzerland",1953,35,0.9,-0.6,27.6,0.5,39.5
"Switzerland",1954,15,0.8,0.7,27.6,0.5,39.7
"Switzerland",1955,1,0.5,0.9,27.6,0.5,39.5
"Switzerland",1956,1,0.6,1.5,29.1,0.5,39.5
"Switzerland",1957,0,0.4,2,29.1,0.5,39.7
"Switzerland",1958,1,0.4,1.8,29.1,0.5,39.6
"Switzerland",1959,1,0.4,-0.7,29.1,0.5,38.7
"Switzerland",1960,1,0,1.4,27.6,0.5,38.6
"Switzerland",1961,0,0,1.9,27.6,0.5,37.8
"Switzerland",1962,1,0,4.3,27.6,0.5,36.9
"Switzerland",1963,32,0,3.4,27.6,0.5,36.3
"Switzerland",1964,2,0,3.1,28.5,0.5,35.7
"Switzerland",1965,0,0,3.4,28.5,0.5,35.4
"Switzerland",1966,0,0,4.8,28.5,0.5,34.9
"Switzerland",1967,1,0,4,28.5,0.5,33.9
"Switzerland",1968,1,0,2.4,28,0.5,33.4
"Switzerland",1969,0,0,2.5,28,0.5,33
"Switzerland",1970,1,0,3.6,28,0.5,32.4
"Switzerland",1971,3,0,6.6,28,0.5,32.4
"Switzerland",1972,1,0,6.7,25.5,0.5,32
"Switzerland",1973,0,0,8.8,25.5,0.5,31.8
"Switzerland",1974,1,0,9.8,25.5,0.5,32.4
"Switzerland",1975,1,0.4,6.7,25.5,0.5,35.3
"Switzerland",1976,8,0.7,1.7,29.5,0.5,37
"Switzerland",1977,2,0.4,1.3,29.5,0.5,36.6
"Switzerland",1978,2,0.3,1.1,29.5,0.5,36.2
"Switzerland",1979,1,0.3,3.7,29.5,0.5,35.8
"Switzerland",1980,2,0.2,4,27,0.5,35.2
"Switzerland",1981,0,0.2,6.5,27,0.5,34.5
"Switzerland",1982,0,0.4,5.7,27,0.5,34.1
"Switzerland",1983,2,0.9,3,27,0.5,33.8
"Switzerland",1984,0,1.1,2.9,24,0.5,33.5
"Switzerland",1985,0,0.9,3.4,24,0.5,32.4
"UnitedKingdom",1951,81,0.9,9.7,47.2,0.375,45.9
"UnitedKingdom",1952,86,1.4,6.1,47.2,0.375,46.1
"UnitedKingdom",1953,104,1.3,1.9,47.2,0.375,45.6
"UnitedKingdom",1954,114,1,1.9,47.2,0.375,45.1
"UnitedKingdom",1955,173,0.8,3.1,44,0.375,45.3
"UnitedKingdom",1956,95,0.9,4.2,44,0.375,45.1
"UnitedKingdom",1957,380,1.1,2.4,44,0.375,44.7
"UnitedKingdom",1958,158,1.7,2.9,44,0.375,44.2
"UnitedKingdom",1959,239,1.7,0.7,41,0.375,44.7
"UnitedKingdom",1960,135,1.3,1,41,0.375,45
"UnitedKingdom",1961,134,1.1,3.6,41,0.375,44.8
"UnitedKingdom",1962,252,1.6,4.1,41,0.375,43.9
"UnitedKingdom",1963,76,2,2.1,41,0.375,43.8
"UnitedKingdom",1964,100,1.4,3.2,50.3,0.375,44
"UnitedKingdom",1965,127,1.2,4.8,50.3,0.375,44
"UnitedKingdom",1966,103,1.1,3.9,57.8,0.375,43.5
"UnitedKingdom",1967,122,2,2.4,57.8,0.375,43.5
"UnitedKingdom",1968,207,2.1,4.7,57.8,0.375,44
"UnitedKingdom",1969,303,2,5.5,57.8,0.375,45.3
"UnitedKingdom",1970,488,2.2,6.4,45.7,0.375,48.2
"UnitedKingdom",1971,612,2.8,9.4,45.7,0.375,48.6
"UnitedKingdom",1972,1080,3.1,7.1,45.7,0.375,49.2
"UnitedKingdom",1973,317,2.2,9.2,45.7,0.375,49.4
"UnitedKingdom",1974,647,2.1,15.9,47.4,0.375,50.5
"UnitedKingdom",1975,265,3.2,24.2,50.2,0.375,51.6
"UnitedKingdom",1976,146,4.8,16.5,50.2,0.375,51.8
"UnitedKingdom",1977,448,5.2,15.9,50.2,0.375,53.2
"UnitedKingdom",1978,413,5.1,8.2,50.2,0.375,54.1
"UnitedKingdom",1979,1272,4.6,13.5,42.4,0.375,54.3
"UnitedKingdom",1980,520,5.6,18,42.4,0.375,52.5
"UnitedKingdom",1981,195,9,11.9,42.4,0.375,49.8
"UnitedKingdom",1982,248,10.4,8.6,42.4,0.375,47.9
"UnitedKingdom",1983,178,11.2,4.6,32.2,0.375,46.6
"UnitedKingdom",1984,1278,11.2,5,32.2,0.375,45.2
"UnitedKingdom",1985,298,11.5,6.1,32.2,0.375,44.1
"UnitedStates",1951,466,3.2,8,51,0,31.2
"UnitedStates",1952,1190,2.9,2.2,51,0,31.2
"UnitedStates",1953,559,2.8,0.8,49,0,32.5
"UnitedStates",1954,456,5.3,0.4,49,0,32.3
"UnitedStates",1955,529,4.2,-0.3,51,0,31.2
"UnitedStates",1956,616,4,1.5,51,0,31.5
"UnitedStates",1957,311,4.2,3.4,51,0,30.8
"UnitedStates",1958,438,6.6,2.7,51,0,29.8
"UnitedStates",1959,1236,5.3,0.9,65.3,0,29.7
"UnitedStates",1960,341,5.4,1.5,65.3,0,29.2
"UnitedStates",1961,284,6.5,1.1,64,0,27.8
"UnitedStates",1962,317,5.4,1.1,64,0,27.9
"UnitedStates",1963,267,5.5,1.2,68,0,27.2
"UnitedStates",1964,385,5,1.3,68,0,27.1
"UnitedStates",1965,379,4.4,1.7,68,0,26.8
"UnitedStates",1966,399,3.7,3,68,0,26.8
"UnitedStates",1967,636,3.7,2.8,64,0,26.6
"UnitedStates",1968,723,3.5,4.2,64,0,26.8
"UnitedStates",1969,615,3.4,5.4,58,0,26.1
"UnitedStates",1970,940,4.8,5.9,58,0,25.8
"UnitedStates",1971,668,5.8,4.3,54,0,25.2
"UnitedStates",1972,366,5.5,3.3,54,0,24.7
"UnitedStates",1973,625,4.8,6.2,56,0,24.4
"UnitedStates",1974,612,5.5,11,56,0,24.1
"UnitedStates",1975,403,8.3,9.1,62,0,23.1
"UnitedStates",1976,298,7.6,5.7,62,0,22.5
"UnitedStates",1977,255,6.9,6.5,61,0,22.1
"UnitedStates",1978,273,6,7.7,61,0,21.6
"UnitedStates",1979,228,5.8,11.3,58,0,20.7
"UnitedStates",1980,232,7,13.5,58,0,20.1
"UnitedStates",1981,186,7.5,10.3,46,0,19.1
"UnitedStates",1982,101,9.5,6.2,46,0,18.3
"UnitedStates",1983,192,9.5,3.2,46,0,17.5
"UnitedStates",1984,89,7.4,4.3,46,0,17.5
"UnitedStates",1985,73,7.1,3.6,47,0,16.9
